"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"5661","kings","2020-07-08","  52","  199","   0","  6","  147","  -6"
"5662","ventura","2020-07-08"," 111"," 1549","  44"," 37"," 1438","   7"
"5663","butte","2020-07-08","  14","  492","   5","  7","  478","  -2"
"5664","imperial","2020-07-08","  85","  298","   4"," 18","  213"," -14"
"5665","mono","2020-07-08","   0","   40","   2","  0","   40","   2"
"5666","shasta","2020-07-08","   7","  671","  10","  3","  664","   7"
"5667","santa clara","2020-07-08"," 125"," 3438"," 192"," 51"," 3313"," 141"
"5668","san mateo","2020-07-08","  60"," 1050","  64"," 15","  990","  49"
"5669","humboldt","2020-07-08","   0","  352","   6","  0","  352","   6"
"5670","san luis obispo","2020-07-08","  18","  460","  39","  3","  442","  36"
"5671","napa","2020-07-08","   8","  397","   2","  5","  389","  -3"
"5672","sonoma","2020-07-08","  35","  862","  50","  7","  827","  43"
"5673","placer","2020-07-08","  56","  753","  26","  7","  697","  19"
"5674","san benito","2020-07-08","   2","   25","   0","  0","   23","   0"
"5675","los angeles","2020-07-08","2817","23875","1311","625","21058"," 686"
"5676","sacramento","2020-07-08"," 177"," 2913","  79"," 46"," 2736","  33"
"5677","san joaquin","2020-07-08"," 244"," 1430","  49"," 54"," 1186","  -5"
"5678","colusa","2020-07-08","   1","   88","   6","  0","   87","   6"
"5679","contra costa","2020-07-08"," 107"," 1579"," 136"," 27"," 1472"," 109"
"5680","riverside","2020-07-08"," 664"," 4104"," 121","127"," 3440","  -6"
"5681","orange","2020-07-08"," 815"," 7416"," 373","253"," 6601"," 120"
"5682","plumas","2020-07-08","   0","   45","   0","  0","   45","   0"
"5683","mendocino","2020-07-08","   0","  180","   3","  0","  180","   3"
"5684","san diego","2020-07-08"," 483"," 6682"," 305","171"," 6199"," 134"
"5685","nevada","2020-07-08","   2","  101","   6","  1","   99","   5"
"5686","tulare","2020-07-08","  80","  835","  22"," 10","  755","  12"
"5687","santa barbara","2020-07-08","  86","  763","  52"," 24","  677","  28"
"5688","siskiyou","2020-07-08","   0","   65","   6","  0","   65","   6"
"5689","santa cruz","2020-07-08","  18","  397","  30","  3","  379","  27"
"5690","marin","2020-07-08","  43","  392","  15","  9","  349","   6"
"5691","modoc","2020-07-08","   0","   41","   0","  0","   41","   0"
"5692","alameda","2020-07-08"," 188"," 2968"," 127"," 63"," 2780","  64"
"5693","amador","2020-07-08","   1","   51","   3","  1","   50","   2"
"5694","merced","2020-07-08","  22","  242","   2","  3","  220","  -1"
"5695","inyo","2020-07-08","   1","   42","   2","  1","   41","   1"
"5696","lassen","2020-07-08","   1","   65","   0","  0","   64","   0"
"5697","tehama","2020-07-08","   0","  106","   4","  0","  106","   4"
"5698","mariposa","2020-07-08","   0","   30","   0","  0","   30","   0"
"5699","madera","2020-07-08","  33","  340","  20","  5","  307","  15"
"5700","yolo","2020-07-08","  11","  186","   4","  6","  175","  -2"
"5701","del norte","2020-07-08","   0","   51","   1","  0","   51","   1"
"5702","sutter","2020-07-08","   0","   14","   0","  0","   14","   0"
"5703","lake","2020-07-08","   3","  110","   0","  1","  107","  -1"
"5704","tuolumne","2020-07-08","   3","  151","   4","  0","  148","   4"
"5705","fresno","2020-07-08"," 206"," 2098","  74"," 43"," 1892","  31"
"5706","stanislaus","2020-07-08"," 215"," 1372","  81"," 55"," 1157","  26"
"5707","yuba","2020-07-08","  20","  445","  16","  5","  425","  11"
"5708","solano","2020-07-08","  45","  707","  42"," 14","  662","  28"
"5709","el dorado","2020-07-08","   3","  235","   6","  3","  232","   3"
"5710","calaveras","2020-07-08","   0","   50","   9","  0","   50","   9"
"5711","glenn","2020-07-08","   1","   47","   0","  0","   46","   0"
"5712","kern","2020-07-08"," 227"," 1832","  81"," 58"," 1605","  23"
"5713","san francisco","2020-07-08","  88"," 2647"," 110"," 28"," 2559","  82"
"5714","monterey","2020-07-08","  44","  845","  89","  9","  801","  80"
"5715","trinity","2020-07-08","   0","   54","   0","  0","   54","   0"
"5716","san bernardino","2020-07-08"," 599"," 4838"," 162","153"," 4239","   9"
"5717","el dorado","2020-07-09","   3","  235","   9","  0","  232","   9"
"5718","trinity","2020-07-09","   0","   54","   0","  0","   54","   0"
"5719","tulare","2020-07-09","  74","  835","  31"," 10","  761","  21"
"5720","santa clara","2020-07-09"," 135"," 3438"," 193"," 49"," 3303"," 144"
"5721","riverside","2020-07-09"," 690"," 4104"," 129","131"," 3414","  -2"
"5722","lake","2020-07-09","   2","  110","   0","  1","  108","  -1"
"5723","tuolumne","2020-07-09","   0","  151","   4","  0","  151","   4"
"5724","alameda","2020-07-09"," 185"," 2968"," 128"," 66"," 2783","  62"
"5725","colusa","2020-07-09","   0","   88","   6","  0","   88","   6"
"5726","contra costa","2020-07-09"," 112"," 1579"," 140"," 28"," 1467"," 112"
"5727","ventura","2020-07-09"," 103"," 1549","  48"," 36"," 1446","  12"
"5728","san joaquin","2020-07-09"," 244"," 1430","  41"," 55"," 1186"," -14"
"5729","modoc","2020-07-09","   0","   41","   0","  0","   41","   0"
"5730","mono","2020-07-09","   0","   40","   2","  0","   40","   2"
"5731","madera","2020-07-09","  30","  340","  18","  4","  310","  14"
"5732","lassen","2020-07-09","   1","   65","   0","  0","   64","   0"
"5733","monterey","2020-07-09","  47","  845","  93","  9","  798","  84"
"5734","kern","2020-07-09"," 227"," 1822","  83"," 62"," 1595","  21"
"5735","solano","2020-07-09","  47","  707","  45"," 14","  660","  31"
"5736","los angeles","2020-07-09","2849","23906","1368","655","21057"," 713"
"5737","sonoma","2020-07-09","  30","  862","  53","  4","  832","  49"
"5738","placer","2020-07-09","  48","  753","  27","  7","  705","  20"
"5739","butte","2020-07-09","  16","  492","   5"," 10","  476","  -5"
"5740","orange","2020-07-09"," 800"," 7401"," 402","251"," 6601"," 151"
"5741","san luis obispo","2020-07-09","  15","  461","  35","  5","  446","  30"
"5742","sacramento","2020-07-09"," 181"," 2927","  87"," 48"," 2746","  39"
"5743","mariposa","2020-07-09","   0","   33","   0","  0","   33","   0"
"5744","mendocino","2020-07-09","   0","  180","   4","  0","  180","   4"
"5745","napa","2020-07-09","   9","  387","   2","  5","  378","  -3"
"5746","amador","2020-07-09","   1","   51","   0","  1","   50","  -1"
"5747","yolo","2020-07-09","  15","  186","   1","  5","  171","  -4"
"5748","siskiyou","2020-07-09","   0","   65","   5","  0","   65","   5"
"5749","san francisco","2020-07-09","  94"," 2647"," 109"," 29"," 2553","  80"
"5750","stanislaus","2020-07-09"," 228"," 1372","  74"," 56"," 1144","  18"
"5751","san benito","2020-07-09","   3","   25","   1","  1","   22","   0"
"5752","kings","2020-07-09","  57","  199","   2","  6","  142","  -4"
"5753","tehama","2020-07-09","   0","  106","   4","  0","  106","   4"
"5754","yuba","2020-07-09","  17","  445","   8","  3","  428","   5"
"5755","calaveras","2020-07-09","   0","   50","   9","  0","   50","   9"
"5756","fresno","2020-07-09"," 229"," 2216","  74"," 42"," 1987","  32"
"5757","plumas","2020-07-09","   0","   45","   0","  0","   45","   0"
"5758","san diego","2020-07-09"," 489"," 6675"," 309","167"," 6186"," 142"
"5759","humboldt","2020-07-09","   1","  352","  16","  0","  351","  16"
"5760","nevada","2020-07-09","   3","   91","   3","  1","   88","   2"
"5761","imperial","2020-07-09","  77","  298","   9"," 16","  221","  -7"
"5762","merced","2020-07-09","  33","  242","   4","  4","  209","   0"
"5763","del norte","2020-07-09","   0","   51","   2","  0","   51","   2"
"5764","sutter","2020-07-09","   0","   14","   0","  0","   14","   0"
"5765","san bernardino","2020-07-09"," 600"," 4838"," 165","166"," 4238","  -1"
"5766","shasta","2020-07-09","   6","  671","  10","  3","  665","   7"
"5767","glenn","2020-07-09","   0","   47","   0","  0","   47","   0"
"5768","inyo","2020-07-09","   1","   42","   2","  1","   41","   1"
"5769","santa barbara","2020-07-09","  82","  763","  53"," 27","  681","  26"
"5770","san mateo","2020-07-09","  58"," 1053","  65"," 15","  995","  50"
"5771","santa cruz","2020-07-09","  16","  397","  18","  3","  381","  15"
"5772","marin","2020-07-09","  38","  392","  20","  9","  354","  11"
"5773","calaveras","2020-07-10","   0","   50","  10","  0","   50","  10"
"5774","tuolumne","2020-07-10","   2","  151","   4","  0","  149","   4"
"5775","nevada","2020-07-10","   2","   93","   6","  1","   91","   5"
"5776","placer","2020-07-10","  49","  753","  25","  8","  704","  17"
"5777","tulare","2020-07-10","  71","  835","  33","  9","  764","  24"
"5778","inyo","2020-07-10","   0","   42","   2","  0","   42","   2"
"5779","sonoma","2020-07-10","  36","  862","  53","  7","  826","  46"
"5780","mono","2020-07-10","   0","   40","   2","  0","   40","   2"
"5781","trinity","2020-07-10","   0","   54","   0","  0","   54","   0"
"5782","modoc","2020-07-10","   0","   41","   0","  0","   41","   0"
"5783","yolo","2020-07-10","  15","  186","   4","  6","  171","  -2"
"5784","del norte","2020-07-10","   0","   51","   2","  0","   51","   2"
"5785","fresno","2020-07-10"," 235"," 2222","  71"," 46"," 1987","  25"
"5786","lassen","2020-07-10","   1","   65","   0","  0","   64","   0"
"5787","mendocino","2020-07-10","   2","  180","   7","  0","  178","   7"
"5788","san benito","2020-07-10","   4","   25","   2","  1","   21","   1"
"5789","madera","2020-07-10","  41","  340","  14"," 11","  299","   3"
"5790","merced","2020-07-10","  38","  242","   4","  6","  204","  -2"
"5791","plumas","2020-07-10","   0","   45","   0","  0","   45","   0"
"5792","monterey","2020-07-10","  48","  845","  95"," 10","  797","  85"
"5793","alameda","2020-07-10"," 183"," 2968"," 122"," 62"," 2785","  60"
"5794","san diego","2020-07-10"," 490"," 6687"," 313","173"," 6197"," 140"
"5795","glenn","2020-07-10","   0","   47","   0","  0","   47","   0"
"5796","san joaquin","2020-07-10"," 244"," 1430","  36"," 62"," 1186"," -26"
"5797","butte","2020-07-10","  16","  492","   1"," 10","  476","  -9"
"5798","riverside","2020-07-10"," 681"," 4123"," 146","130"," 3442","  16"
"5799","los angeles","2020-07-10","2777","23901","1327","631","21124"," 696"
"5800","humboldt","2020-07-10","   1","  352","   5","  0","  351","   5"
"5801","imperial","2020-07-10","  74","  298","   9"," 16","  224","  -7"
"5802","kings","2020-07-10","  58","  199","   2","  6","  141","  -4"
"5803","el dorado","2020-07-10","   2","  235","   7","  2","  233","   5"
"5804","santa barbara","2020-07-10","  81","  763","  73"," 26","  682","  47"
"5805","ventura","2020-07-10"," 105"," 1549","  52"," 32"," 1444","  20"
"5806","san mateo","2020-07-10","  62"," 1056","  56"," 18","  994","  38"
"5807","mariposa","2020-07-10","   0","   33","   0","  0","   33","   0"
"5808","contra costa","2020-07-10"," 107"," 1579"," 136"," 29"," 1472"," 107"
"5809","shasta","2020-07-10","   6","  671","  18","  3","  665","  15"
"5810","tehama","2020-07-10","   0","  106","   3","  0","  106","   3"
"5811","sutter","2020-07-10","   0","   14","   0","  0","   14","   0"
"5812","amador","2020-07-10","   2","   51","   1","  1","   49","   0"
"5813","sacramento","2020-07-10"," 176"," 2908","  93"," 56"," 2732","  37"
"5814","solano","2020-07-10","  46","  707","  38"," 11","  661","  27"
"5815","marin","2020-07-10","  36","  392","  20"," 10","  356","  10"
"5816","santa cruz","2020-07-10","  17","  397","  18","  3","  380","  15"
"5817","colusa","2020-07-10","   0","   88","   6","  0","   88","   6"
"5818","napa","2020-07-10","   7","  387","   2","  5","  380","  -3"
"5819","lake","2020-07-10","   3","  110","   1","  1","  107","   0"
"5820","stanislaus","2020-07-10"," 231"," 1393","  87"," 52"," 1162","  35"
"5821","yuba","2020-07-10","  20","  445","   8","  4","  425","   4"
"5822","orange","2020-07-10"," 785"," 7401"," 390","254"," 6616"," 136"
"5823","san luis obispo","2020-07-10","  17","  468","  40","  4","  451","  36"
"5824","san francisco","2020-07-10","  97"," 2647"," 104"," 34"," 2550","  70"
"5825","kern","2020-07-10"," 250"," 1822"," 112"," 64"," 1572","  48"
"5826","santa clara","2020-07-10"," 142"," 3438"," 181"," 50"," 3296"," 131"
"5827","san bernardino","2020-07-10"," 642"," 4838"," 197","167"," 4196","  30"
"5828","siskiyou","2020-07-10","   2","   65","   6","  0","   63","   6"
"5829","santa barbara","2020-07-11","  81","  763","  56"," 25","  682","  31"
"5830","san joaquin","2020-07-11"," 232"," 1430","  33"," 61"," 1198"," -28"
"5831","imperial","2020-07-11","  76","  298","  10"," 17","  222","  -7"
"5832","placer","2020-07-11","  61","  776","  27"," 10","  715","  17"
"5833","marin","2020-07-11","  35","  392","  21"," 10","  357","  11"
"5834","modoc","2020-07-11","   0","   41","   0","  0","   41","   0"
"5835","amador","2020-07-11","   0","   51","   3","  0","   51","   3"
"5836","lake","2020-07-11","   4","  110","   1","  1","  106","   0"
"5837","trinity","2020-07-11","   0","   54","   0","  0","   54","   0"
"5838","madera","2020-07-11","  36","  340","  14","  6","  304","   8"
"5839","plumas","2020-07-11","   0","   45","   0","  0","   45","   0"
"5840","merced","2020-07-11","  34","  242","   3","  5","  208","  -2"
"5841","tehama","2020-07-11","   1","  106","   0","  1","  105","  -1"
"5842","contra costa","2020-07-11"," 103"," 1579"," 124"," 26"," 1476","  98"
"5843","sacramento","2020-07-11"," 180"," 2874","  82"," 58"," 2694","  24"
"5844","stanislaus","2020-07-11"," 218"," 1393","  75"," 49"," 1175","  26"
"5845","nevada","2020-07-11","   2","  100","   6","  1","   98","   5"
"5846","ventura","2020-07-11"," 100"," 1549","  48"," 34"," 1449","  14"
"5847","inyo","2020-07-11","   0","   42","   2","  0","   42","   2"
"5848","sutter","2020-07-11","   0","   14","   0","  0","   14","   0"
"5849","tulare","2020-07-11","  77","  835","  23"," 10","  758","  13"
"5850","mono","2020-07-11","   0","   40","   2","  0","   40","   2"
"5851","tuolumne","2020-07-11","   1","  151","   1","  1","  150","   0"
"5852","san francisco","2020-07-11","  97"," 2647"," 112"," 35"," 2550","  77"
"5853","san bernardino","2020-07-11"," 652"," 4838"," 145","176"," 4186"," -31"
"5854","santa clara","2020-07-11"," 141"," 3432"," 173"," 53"," 3291"," 120"
"5855","sonoma","2020-07-11","  33","  862","  55","  5","  829","  50"
"5856","kern","2020-07-11"," 273"," 1822","  82"," 60"," 1549","  22"
"5857","humboldt","2020-07-11","   1","  352","   5","  0","  351","   5"
"5858","santa cruz","2020-07-11","  17","  397","  18","  3","  380","  15"
"5859","monterey","2020-07-11","  42","  845","  94"," 10","  803","  84"
"5860","mendocino","2020-07-11","   2","  180","   7","  0","  178","   7"
"5861","siskiyou","2020-07-11","   1","   65","   6","  0","   64","   6"
"5862","lassen","2020-07-11","   3","   65","   0","  0","   62","   0"
"5863","el dorado","2020-07-11","   2","  235","   9","  2","  233","   7"
"5864","napa","2020-07-11","   8","  387","   4","  4","  379","   0"
"5865","kings","2020-07-11","  65","  199","   2","  6","  134","  -4"
"5866","riverside","2020-07-11"," 647"," 4068"," 148","133"," 3421","  15"
"5867","yuba","2020-07-11","  21","  445","  14","  4","  424","  10"
"5868","del norte","2020-07-11","   0","   51","   0","  0","   51","   0"
"5869","solano","2020-07-11","  52","  707","  38"," 13","  655","  25"
"5870","fresno","2020-07-11"," 239"," 2223","  78"," 42"," 1984","  36"
"5871","colusa","2020-07-11","   2","   88","   6","  0","   86","   6"
"5872","shasta","2020-07-11","   5","  671","   4","  3","  666","   1"
"5873","alameda","2020-07-11"," 188"," 2968"," 121"," 60"," 2780","  61"
"5874","san diego","2020-07-11"," 466"," 6441"," 300","158"," 5975"," 142"
"5875","yolo","2020-07-11","  11","  186","   0","  6","  175","  -6"
"5876","san mateo","2020-07-11","  59"," 1054","  54"," 17","  995","  37"
"5877","san benito","2020-07-11","   3","   25","   2","  0","   22","   2"
"5878","calaveras","2020-07-11","   0","   50","   9","  0","   50","   9"
"5879","orange","2020-07-11"," 786"," 7401"," 378","251"," 6615"," 127"
"5880","los angeles","2020-07-11","2769","23980","1352","650","21211"," 702"
"5881","mariposa","2020-07-11","   0","   33","   0","  0","   33","   0"
"5882","glenn","2020-07-11","   1","   47","   0","  0","   46","   0"
"5883","butte","2020-07-11","  16","  492","   0"," 10","  476"," -10"
"5884","san luis obispo","2020-07-11","  11","  463","  40","  4","  452","  36"
"5885","kern","2020-07-12"," 255"," 1822","  86"," 57"," 1567","  29"
"5886","plumas","2020-07-12","   0","   45","   0","  0","   45","   0"
"5887","alameda","2020-07-12"," 187"," 2968"," 139"," 59"," 2781","  80"
